14718,11002,Garrison Rifle & Revolver Club,11518 Marriottsville Road,MD,Marriottsville,21104,(202) 449-0457,No,"Private, Outdoor, Members Only, Memberships Available, Host Events Open To Public/Non-Members",,"Handguns, Rifles, Shotguns","Handgun/Smallbore Rifle: 100 yd/mtr, Center-Fire Rifle: 100 yd/mtr",,https://www.garrisonrr.org
14718,1600,"Stoney Creek Fishing and Hunting Club, Inc.",9090 Fort Smallwood Road,MD,Pasadena,21122,(410) 255-9653,No,"Private, Outdoor, Handicap accessible , Public Access, Members Only, Memberships Available",,"Handguns, Rifles, Shotguns","Handgun/Smallbore Rifle: 300 yd/mtr, Center-Fire Rifle: 300 yd/mtr",,http://www.scfhclub.org/Default.aspx
14718,11963,Associated Gun Clubs of Baltimore Inc.,11518 New Marriottsville Road,MD,Randallstown,21133,(410) 461-8532,No,"Private, Outdoor, Handicap accessible , Public Access, Members Only, Memberships Available, Host Events Open To Public/Non-Members",,"Handguns, Rifles, Shotguns","Handgun/Smallbore Rifle: 200 yd/mtr, Center-Fire Rifle: 200 yd/mtr",,#
14718,7727,Protective Services Training Academy,6101 Fallard Drive,MD,Upper Marlboro,20772,(301) 358-2285X502,No,"Private, Indoor, Handicap accessible , Members Only, Memberships Available",,"Handguns, Rifles, Shotguns",Handgun/Smallbore Rifle: 75 ft,,http://www.thepsta.com
14727,2743,Green Haven Rod and Gun Club,8349 Forest Dr,MD,Pasadena,21122-4743,,No,"Private, Outdoor, Members Only",,"Handguns, Rifles, Shotguns",,,#
14729,2459,Izaak Walton League - Rockville,18301 Waring Station Rd,MD,Germantown,20874-2514,(301) 972-1645,Yes,"Public, Indoor/Outdoor, Handicap accessible , Memberships Available",,"Handguns, Rifles, Shotguns",Handgun/Smallbore Rifle: 50 yd/mtr,,http://www.iwla-rockville.com
14729,1651,Izaak Walton League - Wildlife Achievement Chapter,26430 Mullinix Mill Road,MD,Mt. Airy,21771,(301) 253-2384,Yes,"Private, Outdoor, Public Access, Members Only, Memberships Available",,"Handguns, Rifles, Shotguns","Handgun/Smallbore Rifle: 50 yd/mtr, Center-Fire Rifle: 100 yd/mtr",,http://www.damascusiwla.org
14731,4228,Silver Eagle Group,21550 Beaumeade Circle,VA,Ashburn,20147,(703) 723-5173,Yes,"Public, Indoor, Handicap accessible , Public Access, Memberships Available, Host Events Open To Public/Non-Members",,"Handguns, Rifles, Shotguns",Handgun/Smallbore Rifle: 50 yd/mtr,,http://www.silvereaglegroup.com
14731,11626,XCal Shooting Sports and Fitness,44950 Russell Branch Parkway,VA,Ashburn,20147,(703) 740-4078,Yes,"Public, Indoor, Handicap accessible , Public Access, Memberships Available, Host Events Open To Public/Non-Members",,"Handguns, Rifles, Shotguns","Handgun/Smallbore Rifle: 75 ft, Center-Fire Rifle: 75 ft",,http://www.xcal.com
14731,2723,Izaak Walton League - Bethesda/Chevy Chase,20601 Izaak Walton Way PO Box 542,MD,Poolesville,20837-0542,,Yes,"Private, Indoor/Outdoor, Public Access, Members Only, Memberships Available",,"Handguns, Rifles, Shotguns","Handgun/Smallbore Rifle: 50 yd/mtr, Center-Fire Rifle: 300 yd/mtr",,http://bcciwla.org/
14731,5080,Izaak Walton League - Loudoun County,19237 Mountain Springs Lane,VA,Leesburg,20177-1338,(703) 777-9684,Yes,"Private, Indoor/Outdoor, Handicap accessible , Members Only, Memberships Available",,"Handguns, Rifles, Shotguns","Handgun/Smallbore Rifle: 100 yd/mtr, Center-Fire Rifle: 100 yd/mtr",,http://www.loudouniwla.org
14731,6230,Westerly Shooting Preserve & Sporting Clays,10 N Liberty Street,VA,Middleburg,20117,(540) 687-5780,No,"Private, Outdoor, Members Only, Memberships Available",,"Handguns, Rifles, Shotguns",,,#
14736,9450,"Dominion Shooting Range, Inc.",106 Turner Rd,VA,N CHESTERFIELD,23225,804-276-2851,No,"Public, Indoor, Handicap accessible , Public Access, Memberships Available, Host Events Open To Public/Non-Members",,"Handguns, Rifles, Shotguns","Handgun/Smallbore Rifle: 75 ft, Center-Fire Rifle: 75 ft",,http://WWW.dominionshootingrange.com
14736,7419,Colonial Shooting Academy,6020 Broad St.,VA,Richmond,23230,(804) 266-2666,No,"Public, Indoor, Handicap accessible , Public Access, Memberships Available",,"Handguns, Rifles, Shotguns","Handgun/Smallbore Rifle: 75 ft, Center-Fire Rifle: 75 ft",,http://www.colonialshooting.com
14736,4557,the Virginia Skeet Shooting Association,111 W Marshall St Po Box 5659,VA,Richmond,23220-3929,(804) 644-0355,No,"Public, Outdoor",,"Handguns, Rifles, Shotguns",,,http://www.vaskeet.com/vssa/index.php
14736,4902,The Smoking Gun,127 Boulevard,VA,Colonial Heights,23834,(804) 520-6394,No,"Public, Indoor, Handicap accessible , Memberships Available, Host Events Open To Public/Non-Members",,"Handguns, Rifles, Shotguns",Handgun/Smallbore Rifle: 50 ft,,http://www.thesmokinggunrange.com
14738,10966,Green Top Shooting Range,11547 Lakeridge Parkway,VA,Ashland,23005,(804) 368-8540,Yes,"Public, Indoor, Handicap accessible , Public Access, Memberships Available, Host Events Open To Public/Non-Members",,"Handguns, Rifles, Shotguns","Handgun/Smallbore Rifle: 75 ft, Center-Fire Rifle: 75 ft",,http://greentopshootingrange.com
14738,6172,South Anna Skeet Club,Stone Horse Creek Rd,VA,Monpelier,23192,(804) 883-6424,No,"Private, Outdoor, Members Only, Memberships Available",,"Handguns, Rifles, Shotguns",,,#
14739,5847,Camp David 2,26009 Sussex Dr,VA,Waverly,23890-4231,(804) 458-5350,No,"Private, Indoor/Outdoor, Handicap accessible , Public Access, Members Only",,"Handguns, Rifles, Shotguns","Handgun/Smallbore Rifle: 50 yd/mtr, Center-Fire Rifle: 100 yd/mtr, Center-Fire Rifle: 50 ft",,#
14739,4505,Soaring Eagles Rifle Club,200 Holly St,VA,Jarratt,23867-9053,(804) 336-0205,No,"Public, Outdoor",,"Handguns, Rifles, Shotguns",,,#
14740,11810,Sanner's Lake Sportsman's Club,23175 Sanner lane,MD,Lexington Park,20653,(301) 904-6156,Yes,"Public, Indoor/Outdoor, Handicap accessible , Public Access, Members Only, Memberships Available, Host Events Open To Public/Non-Members",,"Handguns, Rifles, Shotguns","Handgun/Smallbore Rifle: 75 ft, Center-Fire Rifle: 100 yd/mtr",,http://sannerslake.org
14740,10586,Flat Broke Shooters LLC,48845 Saint James Church Road,MD,Lexington Park,20653,(301) 863-4524,No,"Public, Indoor, Handicap accessible , Public Access, Memberships Available, Host Events Open To Public/Non-Members",,"Handguns, Rifles, Shotguns","Handgun/Smallbore Rifle: 75 ft, Center-Fire Rifle: 75 ft",,http://www.flatbrokeshootersllc.com
14740,6121,Pax River Skeet Club,PO Box 333 Bldg 2039 Tate Rd,MD,Patuxent River,20670,(301) 994-9120,No,"Private, Outdoor, Members Only",,"Handguns, Rifles, Shotguns",,,#
14740,2458,Lexington Park,RR 1 Box 275f,MD,Lexington Park,20653-9801,,No,"Public, Outdoor",,"Handguns, Rifles, Shotguns",,,#
14742,7402,Fred's Sports,2895 Crain Hwy.,MD,Waldorf,20601,(301) 843-3040,Yes,"Public, Indoor, Handicap accessible , Public Access, Memberships Available",,"Handguns, Rifles, Shotguns","Handgun/Smallbore Rifle: 50 ft, Center-Fire Rifle: 50 ft",,http://www.fredssports.com
14742,1985,St. Charles Sportsman's Club,4045 Renner Road,MD,Waldorf,20602,(301) 645-5536,Yes,"Private, Indoor, Members Only, Memberships Available",,"Handguns, Rifles, Shotguns","Handgun/Smallbore Rifle: 50 yd/mtr, Handgun/Smallbore Rifle: 75 ft, Center-Fire Rifle: 50 yd/mtr",,http://www.stcharlessc.com
14742,7097,Advance Weapons Training International,15775 Mount Calvert Rd,MD,Upper Marlboro,20772-8444,(301) 574-4142,No,"Private, Indoor/Outdoor",,"Handguns, Rifles, Shotguns",,,http://www.awti-inc.com
14742,3949,"Three Rivers Sportstsmen Club, Inc.",215 Three Rivers Rd,MD,Harwood,20776,(410) 867-1400,No,"Public, Outdoor, Handicap accessible , Public Access, Memberships Available",,"Handguns, Rifles, Shotguns",,,http://www.threeriverssportsmen.com
14742,1466,Metro Gun Club of Maryland,3295 Metro Gun Place,MD,Waldorf,20601,(301) 645-5536,No,"Public, Outdoor, Handicap accessible , Public Access, Members Only, Memberships Available",,"Handguns, Rifles, Shotguns",,,#
14755,11409,MD Arsenal,19828 National Pike,MD,Hagerstown,21740,(240) 707-6380,Yes,"Public, Indoor, Handicap accessible , Public Access, Memberships Available, Host Events Open To Public/Non-Members",,"Handguns, Rifles, Shotguns",,,https://mdarsenal.com/
14755,5525,The Machine Gun Nest,7910 Reichs Ford Rd,MD,Frederick,21704-6641,(301) 304-6001,Yes,"Public, Indoor, Handicap accessible , Public Access, Memberships Available, Host Events Open To Public/Non-Members",,"Handguns, Rifles, Shotguns","Handgun/Smallbore Rifle: 75 ft, Center-Fire Rifle: 75 ft",,http://www.themachinegunnest.com
14755,2463,Izaak Walton League - Washington County,12759 Independence Rd,MD,Clear Spring,21722-1518,(301) 582-3070,Yes,"Private, Indoor/Outdoor, Handicap accessible , Public Access, Members Only",,"Handguns, Rifles, Shotguns",Handgun/Smallbore Rifle: 50 ft,,http://www.washcoiwla.com/home
14755,12162,Orvis Hill Country Shooting Grounds,519 Gladhill Road,PA,Fairfield,17320,717-253-9665,No,"Public, Outdoor, Public Access, Memberships Available, Host Events Open To Public/Non-Members",,"Handguns, Rifles, Shotguns","Handgun/Smallbore Rifle: 300 yd/mtr, Center-Fire Rifle: 300 yd/mtr",,http://orvis.com/hillcountry
14755,1678,Thurmont Conservation & Sportsmans Club,11617 Hunt Club Rd,MD,Thurmont,21788-2614,,No,"Private, Outdoor, Handicap accessible , Public Access, Members Only",,"Handguns, Rifles, Shotguns","Handgun/Smallbore Rifle: 50 yd/mtr, Center-Fire Rifle: 300 yd/mtr",,http://www.tcandsc.org/index.htm
14755,5588,Hill Top Range,410 N Grant St,PA,Waynesboro,17268,(717) 749-3000,No,"Public, Indoor, Public Access, Memberships Available, Host Events Open To Public/Non-Members",,"Handguns, Rifles, Shotguns","Handgun/Smallbore Rifle: 50 ft, Center-Fire Rifle: 50 ft",,http://www.hilltoprange.com
14755,3998,North American Rod and Gun Club,12108 Belvedere Rd,MD,Hagerstown,21742-4267,(301) 739-4440,No,"Private, Outdoor, Members Only, Memberships Available",,"Handguns, Rifles, Shotguns","Handgun/Smallbore Rifle: 100 yd/mtr, Center-Fire Rifle: 100 yd/mtr",,http://www.nargc.com
14755,2731,Washington County 4 H Rifle Club,257 Potomac Hts,MD,Hagerstown,21742-3443,(301) 791-1404,No,"Private, Outdoor, Handicap accessible",,"Handguns, Rifles, Shotguns",,,#
14755,7521,Rifle and Reel Adventures,7084 Picnic Woods Rd,MD,Middletown,21769,(301) 639-6750,No,"Public, Outdoor",,"Handguns, Rifles, Shotguns",,,http://www.rifleandreeladventures.com
14755,2409,Monocacy Gun Club,PO Box 1377,MD,Frederick,21702-1377,(301) 668-2065,No,"Private, Outdoor, Handicap accessible , Public Access, Members Only",,"Handguns, Rifles, Shotguns",Handgun/Smallbore Rifle: 50 yd/mtr,,http://www.monocacypistolclub.com
14755,2464,Thurmont Sportsmans,13404 Rabbit Run Ter,MD,Union Bridge,21791-8702,(301) 898-9091,No,"Public, Outdoor",,"Handguns, Rifles, Shotguns",,,#
14755,7660,Shooting and Hunting Adventures,11122 Old Annapolis Road,MD,Frederick,21701,(301) 418-1302,No,"Public, Outdoor",,"Handguns, Rifles, Shotguns",,,http://www.shootingandhuntingadventures.com
14755,3975,Timberline Sporting Clays,1538 Park Terrace Dr,PA,Chambersburg,17201-9021,(717) 369-3966,No,"Private, Outdoor, Members Only",,"Handguns, Rifles, Shotguns",,,#
14755,3429,Greencastle Sportsmans Association,3260 Sportsman Road PO Box 632,PA,Greencastle,17225,(717) 597-9966,No,"Private, Indoor/Outdoor, Handicap accessible , Public Access, Members Only",,"Handguns, Rifles, Shotguns",Center-Fire Rifle: 200 yd/mtr,,#
14756,2462,Izaak Walton League - Mt. Airy,6642 Woodville Rd.,MD,Mount Airy,21771-0442,(301) 829-2998,Yes,"Public, Outdoor, Public Access, Memberships Available",,"Handguns, Rifles, Shotguns","Handgun/Smallbore Rifle: 100 yd/mtr, Center-Fire Rifle: 300 yd/mtr",,https://mtairyiwla.org/
14756,7364,Izaak Walton League - Frederick #1,4719 Reels Mill Rd,MD,Frederick,21701,(301) 972-7480,Yes,"Private, Outdoor, Handicap accessible , Members Only, Memberships Available",,"Handguns, Rifles, Shotguns","Handgun/Smallbore Rifle: 100 yd/mtr, Center-Fire Rifle: 100 yd/mtr",,http://www.frederickiwla.org
14756,1854,Carroll County Gun Club,129 W. Liberty Road,MD,Eldersburg,21784,(410) 795-9839,No,"Public, Outdoor",,"Handguns, Rifles, Shotguns",,,http://www.carrollgun.com
14756,11455,GUNTRY Maryland,10705 Red Run Boulevard,MD,Owings Mills,21117,(443) 973-4867,No,"Public, Indoor, Handicap accessible , Public Access, Memberships Available, Host Events Open To Public/Non-Members",,"Handguns, Rifles, Shotguns","Handgun/Smallbore Rifle: 75 ft, Center-Fire Rifle: 100 yd/mtr",,http://www.guntry.com
14756,6438,"White Marsh Arms, Inc.",11718 Reisterstown Rd Ste D,MD,Reisterstown,21136-3372,(410) 526-6449,No,"Public, Indoor, Public Access",,"Handguns, Rifles, Shotguns",,,http://www.continentalarms.com
14756,3775,Balt Rifle Co-1St Vol,1710 Lauterbach Rd,MD,Finksburg,21048-1323,,No,"Private, Outdoor, Members Only",,"Handguns, Rifles, Shotguns",,,#
14756,7455,Hap Baker Firearms Facility,1400 Baltimore Blvd,MD,Westminster,21157-7149,(410) 386-2103,No,"Public, Outdoor, Handicap accessible , Public Access, Memberships Available",,"Handguns, Rifles, Shotguns","Handgun/Smallbore Rifle: 50 yd/mtr, Center-Fire Rifle: 200 yd/mtr",,#
14775,5527,Heritage Training and Shooting Center,4537 Metropolitan Ct,MD,Frederick,21704,(240) 341-4006,Yes,"Public, Indoor, Handicap accessible , Public Access",,"Handguns, Rifles, Shotguns","Handgun/Smallbore Rifle: 75 ft, Center-Fire Rifle: 75 ft",,http://www.heritagetrainingcenter.com
14779,1569,Freedom Armory Shooting Range,10598 2nd Amendment Dr.,PA,Glen Rock,17327,(717) 227-9060,Yes,"Public, Indoor, Handicap accessible , Public Access, Members Only, Memberships Available",,"Handguns, Rifles, Shotguns",Handgun/Smallbore Rifle: 75 ft,,http://www.freedomarmory.com
14779,1679,Starview Sportsmens Association,501 Jerusalem School Road,PA,Mount Wolf,17347,(717) 266-4982,Yes,"Private, Outdoor, Members Only",,"Handguns, Rifles, Shotguns",Center-Fire Rifle: 200 yd/mtr,,http://www.starviewsportsmen.org/
14779,2806,Glen Rock Shooting Club,22 Winchester Road,PA,Shrewsbury,17361,(717) 227-1351,No,"Public, Outdoor, Handicap accessible , Memberships Available",,"Handguns, Rifles, Shotguns",,,http://www.glenrockshootingclub.org/index.htm
14779,7868,Windsor Fisk & Game Association,1930 Adair Rd,PA,windsor,17366,(717) 244-7224,No,"Private, Outdoor",,"Handguns, Rifles, Shotguns","Handgun/Smallbore Rifle: 200 yd/mtr, Center-Fire Rifle: 200 yd/mtr",,http://www.windsorfishandgame.org
14779,2112,Seitzland Rifle Club Inc,Ingham Road,PA,New Freedom,17349,(717) 227-0131,No,"Private, Indoor/Outdoor, Public Access, Members Only, Memberships Available",,"Handguns, Rifles, Shotguns","Handgun/Smallbore Rifle: 100 yd/mtr, Center-Fire Rifle: 200 yd/mtr, Center-Fire Rifle: 50 ft",,http://www.seitzlandrifleclub.org
14779,5214,Springfield Twp. Farmers' and sportsmen's Assoc.,1251 Valley Road,PA,York,17403,,No,"Private, Outdoor, Handicap accessible , Public Access, Members Only",,"Handguns, Rifles, Shotguns","Handgun/Smallbore Rifle: 300 yd/mtr, Center-Fire Rifle: 50 yd/mtr",,#
14779,3551,Jefferson Sportsmens Association,4707 Sportsman Club Rd,PA,Spring Grove,17362,(718) 229-2608,No,"Private, Indoor/Outdoor, Public Access, Members Only, Memberships Available",,"Handguns, Rifles, Shotguns","Handgun/Smallbore Rifle: 300 yd/mtr, Handgun/Smallbore Rifle: 50 ft, Center-Fire Rifle: 300 yd/mtr",,http://jeffersonsportsmen.org
14779,3552,Spring Grove Sportsmen,4873 Zeigler's Church Road,PA,Spring Grove,17362,,No,"Private, Outdoor, Members Only",,"Handguns, Rifles, Shotguns",,,#
14779,3335,York Riflemen,1190 Range Rd,PA,York,17402-8308,(717) 755-7694,No,"Private, Indoor/Outdoor, Handicap accessible , Public Access, Members Only",,"Handguns, Rifles, Shotguns","Handgun/Smallbore Rifle: 200 yd/mtr, Handgun/Smallbore Rifle: 50 ft, Center-Fire Rifle: 200 yd/mtr",,http://www.yorkriflemen.org/index.htm
14779,6113,Horst & McCann,2137 N. Fountain Green Road,MD,Bel Air,21015,(410) 399-9518,No,"Public, Indoor, Handicap accessible",,"Handguns, Rifles, Shotguns","Handgun/Smallbore Rifle: 75 ft, Center-Fire Rifle: 75 ft",,http://www.horstguns.com
14779,3307,Cedar Gun Club,3403 Conowingo Rd,MD,Street,21154-1947,,No,"Private, Outdoor, Members Only",,"Handguns, Rifles, Shotguns",,,#
14779,3554,Southern Lancaster County Farmer Sportsmen's Ass'n,742 Hollow Rd,PA,New Providence,17560,(717) 786-7712,No,"Public, Indoor",,"Handguns, Rifles, Shotguns",,,http://www.slcfsa.com/
14781,3677,Mercersburg Sportsmens,12143 Dickeys Road,PA,Mercersburg,17236,(717) 328-3258,No,"Private, Outdoor, Members Only",,"Handguns, Rifles, Shotguns",,,#
14781,7665,Tango Down Range LLC,1391 Allensville Road,WV,Hedgesville,25427,(304) 839-5605,No,"Public, Outdoor, Handicap accessible , Public Access, Memberships Available",,"Handguns, Rifles, Shotguns","Handgun/Smallbore Rifle: 100 yd/mtr, Center-Fire Rifle: 100 yd/mtr",,http://www.tangodownrage.com
14781,7917,Chambersburg Rod & Gun Club,3725 Warm Springs Road,PA,Chambersburg,17201,(717) 369-3966,No,"Private, Outdoor, Handicap accessible , Public Access, Members Only, Memberships Available, Host Events Open To Public/Non-Members",,"Handguns, Rifles, Shotguns",Center-Fire Rifle: 50 yd/mtr,,http://www.chambersburgrodandgun.com/
14781,7731,"Glockcop, Llc",Preservation Arms 3790 Hedgesville Rd Q1,WV,Hedgesville,25427,(304) 263-2289,No,"Public, Indoor, Handicap accessible , Public Access, Memberships Available",,"Handguns, Rifles, Shotguns","Handgun/Smallbore Rifle: 75 ft, Center-Fire Rifle: 500 yd/mtr",,http://www.fugitivetaskforce.org/
14781,2451,Conococheague Gun Shop,559 St Thomas-Williams Rd,PA,Saint Thomas,17252,(717) 369-3404,No,"Private, Indoor, Members Only",,"Handguns, Rifles, Shotguns",,,#
14781,6846,Shooter's Range,1390 Edenville Rd,PA,Chambersburg,17201,(717) 262-0060,No,"Public, Indoor, Handicap accessible , Public Access",,"Handguns, Rifles, Shotguns","Handgun/Smallbore Rifle: 75 ft, Center-Fire Rifle: 75 ft",,#
14781,3898,Westlance Arms Training Center,1610 Jones Spring East Rd,WV,Hedgesville,25427-4024,(304) 754-7100,No,"Public, Outdoor, Handicap accessible , Public Access, Memberships Available",,"Handguns, Rifles, Shotguns","Handgun/Smallbore Rifle: 50 yd/mtr, Center-Fire Rifle: 100 yd/mtr",,#
14783,5975,Littlestown Fish & Game Association,1979 Fish & Game Rd,PA,Littlestown,17340,(717) 359-9508,No,"Public, Indoor/Outdoor, Handicap accessible , Public Access, Memberships Available",,"Handguns, Rifles, Shotguns","Handgun/Smallbore Rifle: 50 yd/mtr, Center-Fire Rifle: 100 yd/mtr",,http://www.sportingclayandtrap.org
14784,2948,Flying Rabbit Sporting Clays,5537 S. Valley Pike,VA,Mount Jackson,22603,(540) 574-2529,No,"Public, Indoor, Handicap accessible , Public Access, Memberships Available, Host Events Open To Public/Non-Members",,"Handguns, Rifles, Shotguns",,,http://www.flyingrabbitsportingclays.net
14785,5336,Mossy Creek Lodge,5820 Mossy Creek Rd,VA,Bridgewater,22812-3663,(540) 867-5252,No,"Public, Outdoor",,"Handguns, Rifles, Shotguns",,,#
14787,3497,Izaak Walton League - Lynchburg,210 Conservation Drive,VA,Amherst,24521,(434) 929-2602,Yes,"Private, Outdoor, Handicap accessible , Public Access, Members Only, Memberships Available",,"Handguns, Rifles, Shotguns","Handgun/Smallbore Rifle: 300 yd/mtr, Center-Fire Rifle: 300 yd/mtr",,http://www.iwll.org
14787,5246,"Bedford Rifle & Revolver Club, Inc.",1557 East Lynchburg Salem Turnpike,VA,Bedford,24523,(540) 586-2080,No,"Private, Outdoor, Host Events Open To Public/Non-Members",,"Handguns, Rifles, Shotguns","Handgun/Smallbore Rifle: 200 yd/mtr, Center-Fire Rifle: 200 yd/mtr",,http://www.Bedfordrrc.org
14788,3433,North East Sportmen's Club,E Townline Rd,PA,North East,16428,(814) 725-3489,No,"Private, Outdoor, Handicap accessible , Members Only, Memberships Available",,"Handguns, Rifles, Shotguns","Handgun/Smallbore Rifle: 100 yd/mtr, Center-Fire Rifle: 200 yd/mtr",,http://www.claytargetsonline.com/club.php/2461
14802,5653,Addison Fish & Game Club,8482 McCarthy Rd,NY,Addison,14801-1006,(607) 359-2542,No,"Public, Outdoor, Handicap accessible",,"Handguns, Rifles, Shotguns",,,#
14802,5996,Cowanesque Valley Rod and Gun Club,128 Ellison Road,PA,Elkland,16920,(814) 258-5326,No,"Public, Outdoor, Handicap accessible , Members Only, Memberships Available",,"Handguns, Rifles, Shotguns","Handgun/Smallbore Rifle: 50 yd/mtr, Center-Fire Rifle: 50 yd/mtr",,#
14802,2250,Painted Post Field and Stream,320 Beartown Rd,NY,Painted Post,14870,(607) 962-8632,No,"Private, Indoor/Outdoor, Handicap accessible , Members Only, Memberships Available",,"Handguns, Rifles, Shotguns","Handgun/Smallbore Rifle: 200 yd/mtr, Handgun/Smallbore Rifle: 50 ft, Center-Fire Rifle: 200 yd/mtr",,http://www.ppfs.org/
14802,12429,Corning Fish & Game Club,Box 1371,NY,Corning,14830,(607) 377-5203,No,"Private, Outdoor, Handicap accessible , Public Access, Members Only, Memberships Available, Host Events Open To Public/Non-Members",,"Handguns, Rifles, Shotguns","Handgun/Smallbore Rifle: 50 yd/mtr, Center-Fire Rifle: 100 yd/mtr",,http://www.cfgclub.org
14802,11488,Steuben Sporting Goods,44 West Lamoka Avenue,NY,Savona,14879,(607) 583-2044,No,"Public, Indoor, Handicap accessible , Public Access, Memberships Available, Host Events Open To Public/Non-Members",,"Handguns, Rifles, Shotguns","Handgun/Smallbore Rifle: 75 ft, Center-Fire Rifle: 75 ft",,http://www.steubensportinggoods.biz
14802,6439,"Thunder Ridge Sporting Clays and Game Farm, Inc.",619 Leon Brown Road,PA,Middlebury Center,16935,(570) 376-2414,No,"Public, Outdoor, Handicap accessible",,"Handguns, Rifles, Shotguns",,,http://www.thunderridgesporting.com
14802,7677,Log Cabin Trap Club,250 Conklin Hill Rd,PA,Middlebury Center,16935,(570) 724-1074,No,"Public, Outdoor, Handicap accessible , Public Access, Memberships Available",,"Handguns, Rifles, Shotguns",,,#
14802,6168,Skyline Skeet Club,979 Skyline Road,PA,Lawrenceville,16929,,No,"Public, Outdoor",,"Handguns, Rifles, Shotguns",,,#
14802,2719,Westfield Rod and Gun,239 W Main St,PA,Westfield,16950-1401,,No,"Private, Outdoor, Members Only",,"Handguns, Rifles, Shotguns",,,#
14806,3248,Newfield Rod and Gun Club,156 Stark Road,NY,Newfield,14867,(607) 564-7595,No,"Private, Outdoor, Public Access, Members Only",,"Handguns, Rifles, Shotguns","Handgun/Smallbore Rifle: 50 yd/mtr, Center-Fire Rifle: 50 yd/mtr",,http://www.newfieldrodgun.org
14806,5737,"Fur, Fin & Feathers, Inc.",116 S. Main St,NY,Horseheads,14845,(607) 733-3943,No,"Public, Outdoor",,"Handguns, Rifles, Shotguns",,,#
14815,9471,Sullivan Trail Rod & Gun Club,1525 Greatsinger Road,NY,Elmira,14901,607-733-2928,No,"Public, Outdoor, Public Access, Members Only, Memberships Available, Host Events Open To Public/Non-Members",,"Handguns, Rifles, Shotguns","Handgun/Smallbore Rifle: 75 ft, Center-Fire Rifle: 100 yd/mtr",,http://STRGC.org
14815,4515,"South Creek Northern Tier Sportsmen, Inc.",Roaring Run Road,PA,Gillett,16925-9526,(570) 537-2088,No,"Private, Outdoor, Handicap accessible , Public Access, Members Only",,"Handguns, Rifles, Shotguns","Handgun/Smallbore Rifle: 50 yd/mtr, Center-Fire Rifle: 50 yd/mtr",,#
14817,6749,Waverly Sportmans Club,Bessemer Road,NY,Waverly,14892,,No,"Private, Indoor/Outdoor, Handicap accessible , Public Access, Members Only, Memberships Available",,"Handguns, Rifles, Shotguns","Handgun/Smallbore Rifle: 100 yd/mtr, Center-Fire Rifle: 100 yd/mtr",,#
14817,5347,Bow Benders Archery,117 N Keystone Ave,PA,Sayre,18840-1403,(570) 888-4365,No,"Public, Indoor, Handicap accessible",,"Handguns, Rifles, Shotguns",,,#
14817,5403,The Pine Lodge,106 Delmauro Rd,NY,Candor,13743-1532,(607) 659-7719,No,"Public, Outdoor, Handicap accessible",,"Handguns, Rifles, Shotguns",,,http://www.pinelodge.netfirms.com
14818,5276,Berkshire Rod & Gun Club,McMahon Road,NY,Berkshire,13736-1810,(607) 657-2702,No,"Private, Outdoor, Members Only",,"Handguns, Rifles, Shotguns",,,#
14818,5274,Ringneck Preserve,56 Olkowski Rd.,NY,Candor,13743,(607) 659-3208,No,"Public, Outdoor",,"Handguns, Rifles, Shotguns",,,http://www.ringneckpreserve.com
14818,11049,Dryden Fish & Game Club,256 Johnson Road,NY,Freeville,13068,,No,"Public, Outdoor, Members Only, Memberships Available",,"Handguns, Rifles, Shotguns","Handgun/Smallbore Rifle: 200 yd/mtr, Center-Fire Rifle: 200 yd/mtr",,https://drydenfishandgame.org
14818,4467,Klein's Archery & Outdoor Store,119 Freeville Rd,NY,Dryden,13053-9625,(607) 844-3474,No,"Public, Indoor/Outdoor",,"Handguns, Rifles, Shotguns",,,http://outdooropportunities.org/id62.html
14818,7294,Outdoor Opportunities Guide Service,119 Freeville Rd,NY,Dryden,13053,(607) 342-1305,No,"Public, Outdoor, Public Access",,"Handguns, Rifles, Shotguns",,,http://outdooropportunities.org/index.html
14818,1506,Groton Rod & Gun Club,121 Elm Street Ext,NY,Groton,13073,(607) 898-4627,No,"Public, Outdoor",,"Handguns, Rifles, Shotguns",,,#
14818,2517,Cortland Pistol Club,888 Elm Street Ext,NY,Groton,13073-1164,(607) 351-0386,No,"Private, Outdoor, Handicap accessible , Members Only, Memberships Available, Host Events Open To Public/Non-Members",,"Handguns, Rifles, Shotguns",Handgun/Smallbore Rifle: 50 yd/mtr,,http://www.cortlandpistolclub.net
14818,1954,Tioga County Sportsmen's Association,1141 Carmichael Road,NY,Owego,13827,(607) 725-9189,No,"Public, Indoor/Outdoor, Members Only, Memberships Available",,"Handguns, Rifles, Shotguns","Handgun/Smallbore Rifle: 200 yd/mtr, Handgun/Smallbore Rifle: 50 ft, Center-Fire Rifle: 200 yd/mtr",,http://www.tiogasportsmen.com/
14826,11000,Sayre Sportsmens Club,Athens-North Rome Road,PA,Athens,18810-0191,(570) 888-6089,No,"Public, Indoor/Outdoor, Public Access, Memberships Available, Host Events Open To Public/Non-Members",,"Handguns, Rifles, Shotguns","Handgun/Smallbore Rifle: 100 yd/mtr, Handgun/Smallbore Rifle: 75 ft, Center-Fire Rifle: 100 yd/mtr",,http://www.sayresportsmensclub.com/index.html
